tempreature,humidity,water_level,Water_pump_actuator_ON
29,0,58,1
29,4,70,0
29,4,54,1
29,2,64,1
29,0,60,1
29,1,60,1
29,2,52,1
29,0,59,1
29,0,64,1
29,3,60,1
29,0,97,0
29,3,100,0
29,4,94,0
29,3,99,0
29,3,100,0
29,2,97,0
29,0,91,0
29,0,96,0
29,2,90,0
29,3,95,0
29,0,96,0
29,0,81,0
29,2,0,1
29,0,0,1
29,0,66,1
29,0,35,1
29,6,0,1
29,0,0,1
29,3,100,0
29,0,92,0
29,0,100,0
29,1,100,0
29,1,100,0
29,2,100,0
29,0,97,0
29,0,100,0
29,3,100,0
29,2,100,0
29,3,100,0
29,0,94,0
29,0,97,0
29,5,69,1
29,2,36,1
29,0,24,1
29,4,100,0
29,3,100,0
29,0,100,0
29,2,100,0
29,4,97,0
29,1,78,0
29,1,73,0
29,0,0,1
29,1,79,0
29,0,100,0
29,3,97,0
29,1,0,1
29,0,94,0
29,0,99,0
29,0,100,0
29,1,100,0
29,0,84,0
29,0,77,0
29,1,97,0
29,0,100,0
29,0,84,0
29,0,60,1
29,2,100,0
29,0,92,0
29,3,73,0
29,0,75,0
29,0,71,0
29,2,100,0
29,0,100,0
29,0,100,0
29,3,93,0
29,0,89,0
29,0,94,0
29,0,97,0
29,2,99,0
29,0,86,0
29,0,95,0
29,2,94,0
29,3,0,1
29,2,82,0
29,0,87,0
29,0,0,1
29,0,88,0
29,0,77,0
29,0,78,0
29,1,0,1
29,0,91,0
29,0,97,0
29,0,84,0
29,0,83,0
29,2,83,0
29,0,94,0
29,2,0,1
29,0,87,0
29,2,76,0
29,0,70,0
29,0,100,0
29,1,100,0
29,7,100,0
29,5,76,0
29,5,76,0
29,4,100,0
29,1,97,0
29,2,100,0
29,0,100,0
29,0,100,0
29,0,98,0
29,0,92,0
29,4,93,0
29,2,100,0
29,1,91,0
29,2,0,1
29,4,97,0
29,5,83,0
29,6,98,0
29,2,91,0
29,3,0,1
29,2,100,0
29,5,97,0
29,0,97,0
29,4,98,0
29,7,100,0
29,5,94,0
29,3,94,0
29,0,90,0
29,0,100,0
29,4,83,0
29,1,88,0
29,0,95,0
29,1,98,0
29,5,91,0
29,6,92,0
29,6,97,0
29,5,94,0
29,2,0,1
29,3,88,0
29,3,83,0
29,1,74,0
29,1,74,0
29,0,87,0
29,0,92,0
29,0,88,0
29,0,0,1
29,0,86,0
29,4,96,0
29,2,77,0
29,1,72,0
29,2,79,0
29,1,74,0
29,0,90,0
29,0,80,0
29,4,0,1
29,0,100,0
29,2,95,0
29,5,90,0
29,0,52,1
29,1,54,1
29,0,62,1
29,1,82,0
29,0,92,0
29,2,84,0
29,2,89,0
29,4,84,0
29,4,87,0
29,2,88,0
29,1,94,0
29,0,88,0
29,0,85,0
29,1,83,0
29,2,80,0
29,0,86,0
29,6,0,1
29,3,0,1
29,7,79,0
29,5,68,1
29,2,86,0
29,4,73,0
29,3,75,0
29,3,71,0
29,2,80,0
29,2,71,0
29,4,77,0
29,6,75,0
29,2,73,0
29,3,65,1
29,2,77,0
29,4,73,0
29,4,59,1
29,3,52,1
29,7,69,1
29,4,90,0
29,7,80,0
29,2,75,0
29,4,83,0
29,2,76,0
29,0,75,0
29,2,80,0
29,5,72,0
29,0,70,0
29,0,100,0
29,8,99,0
29,2,100,0
29,2,92,0
29,6,90,0
29,5,92,0
29,6,93,0
29,4,91,0
29,0,94,0
29,0,92,0
29,0,83,0
29,5,83,0
29,3,93,0
29,3,97,0
29,0,87,0
29,0,76,0
29,2,81,0
29,5,75,0
29,0,77,0
29,2,66,1
29,8,68,1
29,3,56,1
29,1,67,1
29,0,62,1
29,0,72,0
29,1,60,1
29,0,64,1
29,1,53,1
29,0,67,1
29,0,66,1
29,0,65,1
29,2,70,0
29,3,79,0
29,4,70,0
29,6,74,0
29,5,60,1
29,6,57,1
29,5,59,1
29,5,68,1
29,3,63,1
29,5,58,1
29,5,52,1
29,2,96,0
29,4,98,0
29,1,93,0
29,7,94,0
29,4,100,0
29,4,94,0
29,2,91,0
29,0,98,0
29,5,98,0
29,2,99,0
29,6,77,0
29,3,94,0
29,3,91,0
29,4,0,1
29,1,78,0
29,2,72,0
29,0,0,1
29,3,95,0
29,0,96,0
29,1,100,0
29,2,100,0
29,0,100,0
29,0,99,0
29,0,0,1
29,0,82,0
29,1,100,0
29,3,95,0
29,3,100,0
29,0,97,0
29,1,89,0
29,3,98,0
29,4,0,1
29,6,99,0
29,2,96,0
29,0,96,0
29,2,81,0
29,3,100,0
29,7,95,0
29,1,100,0
29,0,100,0
29,0,87,0
29,2,71,0
29,0,0,1
29,5,100,0
29,1,100,0
29,4,86,0
29,3,100,0
29,7,95,0
29,3,90,0
29,1,92,0
29,2,90,0
29,6,86,0
29,0,100,0
29,4,100,0
29,3,100,0
29,1,100,0
29,3,100,0
29,5,100,0
29,0,100,0
29,3,0,1
29,0,85,0
29,0,65,1
29,4,67,1
29,0,91,0
29,4,81,0
29,0,95,0
29,0,88,0
29,3,82,0
29,0,75,0
29,4,66,1
29,7,68,1
29,8,63,1
29,5,65,1
29,5,72,0
29,0,58,1
29,1,34,1
29,0,18,1
29,0,54,1
29,1,0,1
29,6,63,1
29,7,73,0
29,6,68,1
29,8,47,1
29,3,56,1
29,2,67,1
29,0,49,1
29,0,43,1
29,3,55,1
29,1,0,1
29,3,88,0
29,2,83,0
29,0,90,0
29,3,89,0
29,2,99,0
29,4,87,0
29,0,89,0
29,4,92,0
29,2,90,0
29,0,81,0
29,0,78,0
29,0,77,0
29,2,73,0
29,1,82,0
29,5,72,0
29,7,0,1
29,7,85,0
29,1,72,0
29,3,77,0
29,3,75,0
29,3,70,0
29,0,78,0
29,0,75,0
29,1,69,1
29,3,74,0
29,0,0,1
29,2,65,1
29,0,60,1
29,5,89,0
29,4,81,0
29,3,76,0
29,4,74,0
29,3,40,1
29,4,48,1
29,3,78,0
29,3,0,1
29,0,0,1
29,5,0,1
29,1,99,0
29,0,97,0
29,57,0,1
29,58,0,1
29,57,0,1
29,56,0,1
29,55,0,1
29,57,0,1
29,55,0,1
29,56,91,0
29,58,0,1
29,56,0,1
29,55,0,1
29,56,0,1
29,58,0,1
29,58,0,1
29,55,0,1
29,57,0,1
29,56,0,1
29,58,3,1
29,57,0,1
29,69,0,1
29,68,0,1
29,69,0,1
29,68,0,1
29,70,0,1
29,67,0,1
29,67,0,1
29,68,0,1
29,70,0,1
29,69,0,1
29,67,0,1
29,66,0,1
29,67,75,0
29,69,0,1
29,66,0,1
29,70,0,1
29,67,0,1
29,70,0,1
29,66,0,1
29,69,0,1
29,67,0,1
29,68,0,1
29,66,0,1
29,67,0,1
29,70,0,1
29,70,0,1
29,68,0,1
29,69,0,1
29,67,0,1
29,69,0,1
29,70,0,1
29,68,0,1
29,67,0,1
29,66,0,1
29,70,0,1
29,69,0,1
29,68,0,1
29,67,0,1
29,68,0,1
29,69,0,1
29,64,0,1
29,69,0,1
29,66,0,1
29,67,0,1
29,66,0,1
29,67,0,1
29,69,0,1
29,68,0,1
29,65,0,1
29,66,0,1
29,69,0,1
29,68,0,1
29,67,0,1
29,64,0,1
29,64,0,1
29,62,0,1
29,63,0,1
29,65,0,1
29,62,0,1
29,64,0,1
29,64,0,1
29,63,0,1
29,62,0,1
29,65,0,1
29,63,0,1
29,61,0,1
29,62,0,1
29,62,95,0
29,62,0,1
29,61,0,1
29,63,0,1
29,64,0,1
29,61,0,1
29,63,0,1
29,62,0,1
29,42,100,0
29,43,0,1
29,43,100,0
29,43,100,0
29,46,100,0
29,42,0,1
29,56,0,1
29,57,0,1
29,55,0,1
29,55,0,1
29,57,3,1
29,54,0,1
29,58,0,1
29,58,0,1
29,54,0,1
29,55,0,1
29,57,0,1
29,54,0,1
29,46,0,1
29,45,0,1
29,44,0,1
29,48,0,1
29,45,0,1
29,43,0,1
29,47,0,1
29,44,0,1
29,46,0,1
29,45,0,1
29,45,6,1
29,44,5,1
29,47,0,1
29,44,0,1
29,44,6,1
29,44,0,1
29,47,0,1
29,48,0,1
29,47,0,1
29,43,0,1
29,46,0,1
29,44,0,1
29,48,0,1
29,46,0,1
29,47,0,1
29,43,0,1
29,44,0,1
29,45,0,1
29,45,0,1
29,44,0,1
29,46,0,1
29,47,0,1
29,42,0,1
29,41,0,1
29,39,0,1
29,42,0,1
29,40,0,1
29,41,0,1
29,43,0,1
29,40,0,1
29,39,0,1
29,42,0,1
29,42,0,1
29,38,0,1
29,39,0,1
29,41,0,1
29,40,0,1
29,41,0,1
29,38,0,1
29,42,0,1
29,40,0,1
29,43,0,1
29,39,0,1
29,42,0,1
29,41,0,1
29,41,0,1
29,42,0,1
29,39,0,1
29,40,0,1
29,38,0,1
29,41,0,1
29,39,0,1
29,41,0,1
29,39,0,1
29,42,0,1
29,38,0,1
29,40,0,1
29,42,0,1
29,39,0,1
29,41,0,1
29,38,0,1
29,39,0,1
29,41,0,1
29,40,0,1
29,42,0,1
29,39,0,1
29,41,0,1
29,38,0,1
29,37,0,1
29,39,0,1
29,42,0,1
29,38,0,1
29,41,0,1
29,39,0,1
29,40,0,1
29,38,0,1
29,41,0,1
29,37,0,1
29,40,0,1
29,39,0,1
29,38,0,1
29,41,0,1
29,36,0,1
29,37,0,1
29,38,0,1
29,41,0,1
29,42,0,1
29,39,0,1
29,40,0,1
29,38,0,1
29,39,0,1
29,40,0,1
29,41,0,1
29,41,0,1
29,40,0,1
29,39,0,1
29,37,0,1
29,63,0,1
29,63,0,1
29,61,0,1
29,62,0,1
29,65,0,1
29,64,0,1
29,62,0,1
29,63,0,1
29,61,0,1
29,63,0,1
29,62,0,1
29,64,0,1
29,61,0,1
29,62,0,1
29,63,0,1
29,61,0,1
29,64,0,1
29,62,0,1
29,63,0,1
29,64,0,1
29,61,0,1
29,65,0,1
29,63,0,1
29,64,0,1
29,61,0,1
29,65,0,1
29,62,0,1
29,64,0,1
29,62,0,1
29,63,0,1
29,63,0,1
29,62,0,1
29,65,0,1
29,64,0,1
29,61,0,1
29,62,0,1
29,65,0,1
29,64,0,1
29,63,0,1
29,62,0,1
29,64,0,1
29,63,0,1
29,60,0,1
29,63,0,1
29,61,0,1
29,62,0,1
29,61,0,1
29,63,0,1
29,62,0,1
29,64,0,1
29,61,0,1
29,62,0,1
29,65,0,1
29,63,0,1
29,64,0,1
29,63,0,1
29,61,0,1
29,64,0,1
29,63,0,1
29,64,0,1
29,64,0,1
29,63,0,1
29,61,0,1
29,62,0,1
29,60,0,1
29,64,0,1
29,62,0,1
29,63,0,1
29,62,0,1
29,63,0,1
29,64,0,1
29,63,0,1
29,64,0,1
29,62,0,1
29,61,0,1
29,63,0,1
29,62,0,1
29,64,0,1
29,63,1,1
29,63,0,1
29,61,0,1
29,65,0,1
29,62,0,1
29,64,0,1
29,62,0,1
29,64,0,1
29,63,0,1
29,61,0,1
29,64,0,1
29,62,0,1
29,66,0,1
29,63,0,1
29,61,0,1
29,62,0,1
29,64,0,1
29,63,0,1
29,61,0,1
29,61,4,1
29,63,0,1
29,62,0,1
29,64,0,1
29,61,0,1
29,64,0,1
29,63,0,1
29,62,0,1
29,61,0,1
29,62,0,1
29,63,0,1
29,64,0,1
29,65,0,1
29,62,0,1
29,64,0,1
29,61,0,1
29,64,0,1
29,63,0,1
29,62,0,1
29,65,0,1
29,61,0,1
29,62,0,1
29,61,0,1
29,64,0,1
29,63,0,1
29,61,0,1
29,62,0,1
29,63,0,1
29,64,0,1
29,65,0,1
29,63,0,1
29,62,0,1
29,61,0,1
29,64,0,1
29,63,0,1
29,61,0,1
29,62,0,1
29,65,0,1
29,62,0,1
29,64,0,1
29,61,0,1
29,61,0,1
29,62,0,1
29,63,0,1
29,64,0,1
29,63,0,1
29,64,0,1
29,60,0,1
29,61,0,1
29,60,0,1
29,63,0,1
29,63,0,1
29,62,0,1
29,61,0,1
29,60,0,1
29,61,0,1
29,62,0,1
29,63,0,1
29,60,0,1
29,62,0,1
29,60,0,1
29,61,0,1
29,63,0,1
29,62,0,1
29,61,0,1
29,61,0,1
29,60,0,1
29,64,0,1
29,62,0,1
29,63,0,1
29,61,0,1
29,64,0,1
29,62,0,1
29,60,0,1
29,61,0,1
29,64,0,1
29,65,0,1
29,62,0,1
29,61,0,1
29,60,0,1
29,63,0,1
29,64,0,1
29,61,0,1
29,62,0,1
29,64,0,1
29,60,0,1
29,63,0,1
29,61,0,1
29,62,0,1
29,61,0,1
29,63,0,1
29,61,0,1
29,63,0,1
29,62,0,1
29,64,0,1
29,60,0,1
29,61,0,1
29,62,0,1
29,61,100,0
29,59,100,0
29,60,100,0
29,60,100,0
29,63,100,0
29,63,100,0
29,61,100,0
29,61,100,0
29,60,100,0
29,64,100,0
29,63,100,0
29,66,100,0
29,63,100,0
29,64,100,0
29,62,100,0
29,64,100,0
29,64,100,0
29,62,100,0
29,62,100,0
29,64,100,0
29,64,100,0
29,63,100,0
29,60,100,0
29,60,100,0
29,64,100,0
29,60,100,0
29,61,100,0
29,63,100,0
29,66,100,0
29,66,100,0
29,67,100,0
29,67,100,0
29,1,100,0
29,0,100,0
29,2,100,0
29,0,100,0
29,0,100,0
29,1,100,0
29,2,100,0
29,2,100,0
29,1,100,0
29,0,100,0
29,2,100,0
29,1,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,0,100,0
29,14,100,0
29,53,100,0
29,58,100,0
29,71,100,0
29,72,100,0
29,69,100,0
29,73,100,0
29,68,100,0
29,72,100,0
29,66,100,0
29,67,100,0
29,70,100,0
29,66,100,0
29,54,100,0
29,51,100,0
29,52,100,0
29,54,100,0
29,69,100,0
29,67,100,0
29,65,100,0
29,68,100,0
29,66,100,0
29,67,100,0
29,66,100,0
29,67,100,0
29,67,100,0
29,64,100,0
29,66,100,0
29,64,100,0
29,64,100,0
29,66,100,0
29,65,100,0
29,67,100,0
29,78,100,0
29,61,100,0
29,59,100,0
29,58,100,0
29,61,100,0
29,61,100,0
29,58,100,0
29,59,100,0
29,57,100,0
29,60,100,0
29,59,100,0
29,60,100,0
29,61,100,0
29,59,100,0
29,62,100,0
29,61,100,0
29,61,100,0
29,58,100,0
29,59,100,0
29,60,100,0
29,56,100,0
29,58,100,0
29,59,100,0
29,58,100,0
29,63,100,0
29,61,100,0
29,59,100,0
29,59,100,0
29,61,100,0
29,59,100,0
29,60,100,0
29,62,100,0
29,60,100,0
29,59,100,0
29,57,100,0
29,57,100,0
29,60,100,0
29,61,100,0
29,59,100,0
29,59,100,0
29,61,100,0
29,59,100,0
29,62,100,0
29,61,100,0
29,60,100,0
29,59,100,0
29,61,100,0
29,60,100,0
29,58,100,0
29,61,100,0
29,61,100,0
29,59,100,0
29,64,100,0
29,62,100,0
29,62,100,0
29,61,100,0
29,62,100,0
29,60,100,0
29,61,100,0
29,60,100,0
29,59,100,0
29,60,100,0
29,60,100,0
29,60,100,0
29,60,100,0
29,60,100,0
29,61,100,0
29,58,100,0
29,59,100,0
29,58,100,0
29,58,100,0
29,59,100,0
29,59,100,0
29,59,100,0
29,59,100,0
29,60,100,0
29,59,100,0
29,58,100,0
29,60,100,0
29,60,100,0
29,58,100,0
29,60,100,0
29,60,100,0
29,59,100,0
29,60,100,0
29,59,100,0
29,58,100,0
29,58,100,0
29,65,100,0
29,60,100,0
29,59,100,0
29,61,100,0
29,59,100,0
29,59,100,0
29,60,100,0
29,60,100,0
29,59,100,0
29,61,100,0
29,58,100,0
29,59,100,0
29,60,100,0
29,59,100,0
29,59,100,0
29,58,100,0
29,61,100,0
29,61,100,0
29,60,100,0
29,64,100,0
29,62,100,0
29,60,100,0
29,60,100,0
29,61,100,0
29,61,100,0
29,62,100,0
29,61,100,0
29,60,100,0
29,59,100,0
29,61,100,0
29,61,100,0
29,61,100,0
29,58,100,0
29,60,100,0
29,59,100,0
29,60,100,0
29,61,100,0
29,61,100,0
29,60,100,0
29,61,100,0
29,60,100,0
29,61,100,0
29,60,100,0
29,61,100,0
29,60,100,0
29,60,100,0
29,60,100,0
29,60,100,0
29,61,100,0
29,64,100,0
29,62,100,0
29,61,100,0
29,62,100,0
29,62,100,0
29,60,100,0
29,62,100,0
29,60,100,0
29,59,100,0
29,61,100,0
29,60,100,0
29,61,100,0
29,61,100,0
29,60,100,0
29,60,100,0
29,61,100,0
29,60,100,0
29,60,100,0
29,61,100,0
29,60,100,0
29,61,100,0
29,60,100,0
29,61,100,0
29,61,100,0
29,62,100,0
29,60,100,0
29,61,100,0
29,58,100,0
29,60,100,0
29,63,100,0
29,59,100,0
29,60,100,0
29,62,100,0
29,60,100,0
29,61,100,0
29,61,100,0
29,61,100,0
29,62,100,0
29,59,100,0
29,59,100,0
29,59,100,0
29,59,100,0
29,59,100,0
29,59,100,0
29,55,100,0
29,56,100,0
29,54,100,0
29,59,100,0
29,59,100,0
28,60,100,0
28,60,100,0
28,60,100,0
28,60,100,0
28,59,100,0
28,60,100,0
28,61,100,0
28,64,100,0
28,63,100,0
28,63,100,0
28,63,100,0
28,63,100,0
28,63,100,0
28,63,100,0
28,64,100,0
28,64,100,0
28,64,100,0
28,63,100,0
28,63,100,0
28,62,100,0
28,62,100,0
28,62,100,0
28,61,100,0
28,72,100,0
28,74,100,0
28,75,100,0
28,74,100,0
28,75,100,0
28,77,100,0
28,61,95,0
28,59,95,0
28,60,95,0
28,58,94,0
28,59,94,0
28,59,94,0
28,58,94,0
28,59,94,0
28,60,94,0
28,59,94,0
28,58,94,0
28,60,94,0
28,58,94,0
28,60,94,0
28,62,89,0
28,62,89,0
28,58,89,0
28,57,89,0
28,72,88,0
28,72,88,0
28,72,88,0
28,63,88,0
28,73,84,0
28,73,84,0
28,73,84,0
28,72,84,0
28,74,84,0
28,73,84,0
28,74,84,0
28,73,84,0
28,73,84,0
28,74,84,0
28,73,84,0
28,73,84,0
28,73,84,0
28,73,84,0
28,74,84,0
28,74,84,0
28,73,80,0
28,73,80,0
28,72,80,0
28,73,80,0
28,72,80,0
28,73,80,0
28,73,80,0
28,72,80,0
28,72,80,0
28,72,80,0
28,73,80,0
28,71,79,0
28,66,64,1
28,62,63,1
28,62,63,1
28,63,63,1
28,63,63,1
28,44,56,1
28,50,50,1
28,50,50,1
28,52,50,1
28,54,50,0
28,58,50,1
28,1,50,1
28,3,50,1
28,6,50,1
28,13,50,1
28,75,50,1
28,44,50,0
28,45,50,1
28,48,50,1
28,16,49,1
28,48,51,1
28,49,54,1
28,66,100,0
28,67,100,0
28,66,100,0
28,67,100,0
28,67,100,0
28,72,100,0
28,27,100,0
28,0,100,0
28,0,100,0
28,16,100,0
28,76,100,0
28,58,100,0
28,57,100,0
28,55,100,0
28,50,100,0
28,66,94,0
28,67,100,0
28,68,91,0
28,66,100,0
28,66,77,0
28,58,81,0
28,0,100,0
28,69,100,0
28,70,100,0
28,69,100,0
28,70,100,0
28,70,100,0
28,71,100,0
28,69,100,0
28,69,100,0
28,69,100,0
28,70,100,0
28,68,100,0
28,69,100,0
28,70,100,0
28,68,100,0
28,68,100,0
28,69,100,0
28,66,100,0
28,67,100,0
28,67,100,0
28,67,100,0
28,5,100,0
28,4,100,0
28,2,100,0
28,8,100,0
28,11,100,0
28,5,100,0
28,3,100,0
28,7,100,0
28,4,100,0
28,3,100,0
28,7,100,0
28,5,100,0
28,2,100,0
28,7,100,0
28,6,100,0
28,3,100,0
28,5,100,0
28,1,100,0
28,6,100,0
28,3,100,0
28,7,100,0
28,1,100,0
28,1,100,0
28,5,100,0
28,7,100,0
28,2,100,0
28,6,100,0
28,3,100,0
28,5,100,0
28,3,100,0
28,2,100,0
28,1,100,0
28,3,100,0
28,2,100,0
28,6,100,0
28,5,100,0
28,4,100,0
28,5,100,0
28,3,100,0
28,5,100,0
28,3,100,0
28,6,100,0
28,6,100,0
28,4,100,0
28,8,100,0
28,3,100,0
28,5,100,0
28,7,100,0
28,4,100,0
28,3,100,0
28,2,100,0
28,5,100,0
28,3,100,0
28,1,100,0
28,5,100,0
28,4,100,0
28,1,100,0
28,2,100,0
28,5,100,0
28,8,100,0
28,1,100,0
28,0,100,0
28,1,100,0
28,6,100,0
28,4,100,0
28,7,100,0
28,2,100,0
28,2,100,0
28,3,100,0
28,6,100,0
28,4,100,0
28,5,100,0
28,3,100,0
28,2,100,0
28,5,100,0
28,7,100,0
28,4,100,0
28,6,100,0
28,2,100,0
28,5,100,0
28,4,100,0
28,5,100,0
28,3,100,0
28,1,100,0
28,5,100,0
28,6,100,0
28,2,100,0
28,4,100,0
28,3,100,0
28,7,100,0
28,4,100,0
28,5,100,0
28,4,100,0
28,3,100,0
28,4,100,0
28,5,100,0
28,0,100,0
28,2,100,0
28,3,100,0
28,5,100,0
28,4,100,0
28,2,100,0
28,1,100,0
28,73,100,0
28,70,100,0
28,72,100,0
28,70,100,0
28,70,100,0
28,70,100,0
28,66,100,0
28,66,100,0
28,62,100,0
28,66,100,0
28,66,100,0
28,67,100,0
28,67,100,0
28,67,100,0
28,64,100,0
28,100,100,0
28,98,100,0
28,96,100,0
28,99,100,0
28,100,100,0
28,100,100,0
28,100,100,0
28,100,100,0
28,62,55,1
28,52,100,0
28,63,96,0
28,63,91,0
28,58,100,0
28,71,81,0
28,70,91,0
28,69,80,0
28,69,89,0
28,70,83,0
28,69,65,1
28,69,56,1
28,70,50,1
28,71,60,1
28,71,59,1
28,71,52,1
28,72,56,1
28,71,68,1
28,71,46,1
28,70,60,1
28,69,56,1
28,69,100,0
28,69,95,0
28,72,86,0
28,70,99,0
28,71,100,0
28,70,100,0
28,67,100,0
28,64,100,0
28,63,100,0
28,65,100,0
28,64,100,0
28,61,100,0
28,60,100,0
28,60,100,0
28,67,100,0
28,66,100,0
28,0,100,0
28,8,100,0
28,67,100,0
28,56,100,0
28,54,100,0
28,53,100,0
28,53,100,0
28,57,100,0
28,40,100,0
28,37,100,0
28,39,100,0
28,30,100,0
28,42,100,0
28,35,100,0
28,35,100,0
28,8,100,0
28,4,100,0
28,2,100,0
28,7,100,0
28,6,100,0
28,5,100,0
28,2,100,0
28,4,100,0
28,7,100,0
28,3,100,0
28,1,100,0
28,5,100,0
28,7,100,0
28,5,100,0
28,3,100,0
28,8,100,0
28,6,100,0
28,2,100,0
28,0,100,0
28,4,100,0
28,0,100,0
28,1,100,0
28,2,100,0
28,6,100,0
28,6,100,0
28,2,100,0
28,4,100,0
28,3,100,0
28,5,100,0
28,1,100,0
28,4,100,0
28,3,100,0
28,5,100,0
28,2,100,0
28,4,100,0
28,2,100,0
28,0,100,0
28,6,100,0
28,1,100,0
28,5,100,0
28,4,100,0
28,6,100,0
28,2,100,0
28,3,100,0
28,1,100,0
28,5,100,0
28,6,100,0
28,2,100,0
28,4,100,0
28,0,100,0
28,5,100,0
28,2,100,0
28,6,100,0
28,3,100,0
28,5,100,0
28,8,100,0
28,8,100,0
28,6,100,0
28,2,100,0
28,3,100,0
28,7,100,0
28,1,100,0
28,6,100,0
28,4,100,0
28,3,100,0
28,5,100,0
28,0,100,0
28,1,100,0
28,4,100,0
28,2,100,0
28,5,100,0
28,2,100,0
28,7,100,0
28,6,100,0
28,1,100,0
28,5,100,0
28,5,100,0
28,7,100,0
28,4,100,0
28,6,100,0
28,3,100,0
28,5,100,0
28,6,100,0
28,2,100,0
28,3,100,0
28,7,100,0
28,1,100,0
28,1,100,0
28,5,100,0
28,7,100,0
28,4,100,0
28,2,100,0
28,8,100,0
28,5,100,0
28,2,100,0
28,4,100,0
28,3,100,0
28,1,100,0
28,5,100,0
28,3,100,0
28,6,100,0
28,7,100,0
28,2,100,0
28,3,100,0
28,6,100,0
28,0,100,0
28,2,100,0
28,5,100,0
28,3,100,0
28,8,100,0
28,4,100,0
28,6,100,0
28,5,100,0
28,4,100,0
28,8,100,0
28,3,100,0
28,2,100,0
28,0,75,0
28,0,63,1
28,0,91,0
28,1,80,0
28,0,80,0
28,2,65,1
28,0,0,1
28,0,81,0
28,5,86,0
28,0,78,0
28,0,78,0
28,0,66,1
28,0,65,1
28,5,46,1
28,1,0,1
28,0,77,0
28,2,65,1
28,0,34,1
28,0,73,0
28,0,28,1
28,2,78,0
28,2,82,0
28,2,89,0
28,3,81,0
28,2,83,0
28,0,81,0
28,0,0,1
28,0,78,0
28,0,80,0
28,0,76,0
28,0,79,0
28,4,73,0
28,1,75,0
28,1,73,0
28,1,85,0
28,2,0,1
28,6,73,0
28,2,70,0
28,0,64,1
28,0,62,1
28,3,65,1
28,2,57,1
28,0,65,1
28,0,58,1
28,0,53,1
28,1,59,1
28,3,61,1
28,1,43,1
28,4,38,1
28,1,27,1
28,4,23,1
28,4,33,1
28,2,74,0
28,5,61,1
28,2,54,1
28,1,63,1
28,0,65,1
28,0,67,1
28,0,64,1
28,0,61,1
28,0,54,1
28,0,56,1
28,2,33,1
28,3,39,1
28,3,13,1
28,4,56,1
28,0,47,1
28,1,35,1
28,2,43,1
28,0,58,1
28,0,56,1
28,1,54,1
28,2,60,1
28,0,64,1
28,3,59,1
28,0,62,1
28,4,64,1
28,4,61,1
28,1,56,1
28,0,17,1
28,0,62,1
28,0,77,0
28,0,64,1
28,0,65,1
28,1,65,1
28,0,56,1
28,1,54,1
28,1,62,1
28,0,60,1
28,0,56,1
28,0,55,1
28,1,62,1
28,0,52,1
28,0,49,1
28,3,36,1
28,1,46,1
28,3,54,1
28,0,57,1
28,5,52,1
28,0,52,1
28,3,43,1
28,1,40,1
28,3,39,1
28,5,35,1
28,3,35,1
28,4,33,1
28,0,31,1
28,0,32,1
28,1,35,1
28,1,38,1
28,1,45,1
28,1,53,1
28,0,47,1
28,0,40,1
28,0,26,1
28,0,32,1
28,0,25,1
28,0,33,1
28,0,81,0
28,1,75,0
28,0,83,0
28,0,72,0
28,0,77,0
28,0,78,0
28,1,74,0
28,2,75,0
28,4,66,1
28,0,63,1
28,2,65,1
28,3,63,1
28,1,60,1
28,0,41,1
28,0,0,1
28,0,17,1
28,0,2,1
28,2,81,0
28,0,81,0
28,0,83,0
28,3,81,0
28,0,75,0
28,0,77,0
28,1,73,0
28,0,23,1
28,4,73,0
28,2,65,1
28,4,75,0
28,0,0,1
28,0,56,1
28,1,0,1
28,1,70,0
28,0,76,0
28,0,73,0
28,1,74,0
28,0,77,0
28,0,0,1
28,0,81,0
28,0,64,1
28,1,65,1
28,0,74,0
28,0,72,0
28,0,75,0
28,73,100,0
28,77,100,0
28,53,100,0
28,48,100,0
28,50,5,1
28,48,0,1
28,47,100,0
28,49,0,1
28,59,100,0
28,58,0,1
28,55,75,0
28,56,0,1
28,57,0,1
28,58,0,1
28,58,0,1
28,55,6,1
28,56,0,1
28,58,0,1
28,55,0,1
28,57,0,1
28,58,0,1
28,56,0,1
28,55,0,1
28,56,0,1
28,57,0,1
28,63,0,1
28,64,0,1
28,62,0,1
28,62,0,1
28,64,0,1
28,63,0,1
28,61,0,1
28,62,0,1
28,63,0,1
28,60,0,1
28,63,0,1
28,64,0,1
28,62,0,1
28,60,0,1
28,62,73,0
28,61,0,1
28,42,100,0
28,43,0,1
28,42,8,1
28,41,0,1
28,44,0,1
28,44,100,0
28,42,100,0
28,42,0,1
28,42,100,0
28,44,0,1
28,47,0,1
28,47,3,1
28,44,0,1
28,45,0,1
28,46,0,1
28,43,0,1
28,45,0,1
28,46,0,1
28,43,0,1
28,44,0,1
28,45,0,1
28,43,0,1
28,42,0,1
28,46,0,1
28,46,0,1
28,45,0,1
28,43,0,1
28,44,0,1
28,45,0,1
28,43,0,1
28,46,0,1
28,42,0,1
28,41,0,1
28,44,0,1
28,43,0,1
28,45,0,1
28,46,0,1
28,43,0,1
28,42,0,1
28,44,0,1
28,40,0,1
28,45,0,1
28,41,0,1
